refseq_peptide	description	rgd_id	uniprot_gn_id
NP_001000388	olfactory receptor family 1 subfamily N member 2	1333103	D3ZQ64
NP_001000390	olfactory receptor family 12 subfamily K member 7B	1332758	D3ZIN4
NP_001000391	olfactory receptor family 12 subfamily K member 7	1334389	D3ZDY8
NP_001000392	olfactory receptor family 12 subfamily K member 8	1333742	A0A8I5ZSE4
NP_001000393	olfactory receptor family 1 subfamily B member 1	1333333	A0A8I6GF44
NP_001000394	olfactory receptor family 1 subfamily L member 4	1332944	D3ZPB4
NP_001000398	olfactory receptor family 13 subfamily D member 1	1334138	F1LW03
NP_001000399	olfactory receptor family 13 subfamily C member 9	1333551	D3ZD42
NP_001000400	olfactory receptor family 13 subfamily C member 25	1333398	D3ZQT5
NP_001000401	olfactory receptor family 13 subfamily C member 3	1332612	A0A8I6AJS0
NP_001000402	olfactory receptor family 13 subfamily C member 3F	1333384	D3ZDJ1
NP_001000403	olfactory receptor family 13 subfamily C member 3	1332612	M0RBY9
NP_001000404	olfactory receptor family 13 subfamily C member 3G	1332933	A0A8I6ACM9
NP_001000405	olfactory receptor family 13 subfamily F member 5	1332764	M0RD59
NP_001000406	olfactory receptor family 13 subfamily C member 7D	1332606	A0A8I6AI10
NP_001000407	olfactory receptor family 13 subfamily J member 1	1333724	D3ZIE7
NP_001000408	olfactory receptor family 13 subfamily E member 8	1332684	D3ZID3
NP_001000409	olfactory receptor family 13 subfamily P member 10	1333931	M0R4F0
NP_001000410	olfactory receptor family 5 subfamily AK member 7B	1333331	M0RC25
NP_001000411	olfactory receptor family 10 subfamily AK member 7F	1332921	D3ZIZ3
NP_001000412	olfactory receptor family 10 subfamily AK member 13	1334318	M0RAJ2
NP_001000413	olfactory receptor family 10 subfamily AK member 7	1332893	D4AEN3
NP_001000414	olfactory receptor family 13 subfamily C member 7	1333374	D4AA28
NP_001000415	olfactory receptor family 13 subfamily C member 7C	1332747	D3ZMK8
NP_001000416	olfactory receptor family 10 subfamily H member 1D	1333631	M0RB21
NP_001000419	olfactory receptor family 7 subfamily C member 70	1334014	A0A8I6GAN4, D4A5L0
NP_001000420	olfactory receptor family 7 subfamily A member 38E	1333620	A0A8I6GFT2
NP_001000421	olfactory receptor family 7 subfamily A member 41	1333658	D4AD59
NP_001000423	olfactory receptor family 8 subfamily S member 2	1333319	D3ZVJ7
NP_001000424	olfactory receptor family 8 subfamily S member 10	1333183	Q5USB9
NP_001000425	olfactory receptor family 11 subfamily M member 3	1333079	D4A8Z1
NP_001000426	olfactory receptor family 7 subfamily G member 18	1333539	A0A0G2JV10
NP_001000427	olfactory receptor family 7 subfamily G member 26	1333385	D4AB09
NP_001000428	olfactory receptor family 7 subfamily G member 21	1333873	D3ZMP5
NP_001000429	olfactory receptor family 7 subfamily G member 33C	1333466	F1LQB6
NP_001000431	olfactory receptor family 7 subfamily G member 29	1333779	D3Z9Y6
NP_001000432	olfactory receptor family 7 subfamily G member 33	1334193	A0A0G2JYC1
NP_001000433	olfactory receptor family 7 subfamily G member 34B	1333665	D3ZP03
NP_001000434	olfactory receptor family 7 subfamily E member 169	1333617	M0R772
NP_001000435	olfactory receptor family 8 subfamily B member 12	1334306	D4AE39
NP_001000436	olfactory receptor 1198	1333870	A0A8I6GD24
NP_001000437	olfactory receptor family 8 subfamily B member 35	1334026	A0A096MJ92
NP_001000438	olfactory receptor 1214	1333397	A0A8I6GC79
NP_001000440	olfactory receptor family 8 subfamily C member 15B	1332714	D4A809
NP_001000441	olfactory receptor family 8 subfamily C member 16	1333270	D3ZK06
NP_001000442	olfactory receptor family 8 subfamily C member 18	1332728	M0R9R7
NP_001000443	olfactory receptor family 8 subfamily C member 19	1333734	M0RD19
NP_001000444	olfactory receptor family 8 subfamily C member 10B	1333009	M0R720
NP_001000445	olfactory receptor family 8 subfamily B member 44B	1332666	A0A8I6GM13
NP_001000446	olfactory receptor family 8 subfamily C member 11	1334104	A0A8I5ZL05
NP_001000447	olfactory receptor family 8 subfamily B member 3	1334039	D3ZCY9
NP_001000448	olfactory receptor family 8 subfamily B member 1B	1333265	D3ZU37
NP_001000449	olfactory receptor family 8 subfamily B member 1C	1334120	D4A0G4
NP_001000450	olfactory receptor family 8 subfamily B member 1	1333059	D4ACK5
NP_001000451	olfactory receptor family 8 subfamily B member 44	1333764	A0A8I6GGV1
NP_001000452	olfactory receptor family 8 subfamily B member 46	1333476	A0A8I6AAU6
NP_001000455	olfactory receptor family 8 subfamily B member 53	1334332	A0A8I6ABH7
NP_001000456	olfactory receptor family 8 subfamily B member 55	1332727	D4A012
NP_001000458	olfactory receptor family 10 subfamily D member 1G	1333145	D4A8K9
NP_001000459	olfactory receptor family 8 subfamily G member 34	1332884	A0A0G2K9G5
NP_001000460	olfactory receptor family 8 subfamily G member 26	1333247	M0R8G9
NP_001000461	olfactory receptor family 8 subfamily G member 35B	1334189	A0A8I6GGX3
NP_001000462	olfactory receptor family 8 subfamily G member 35, pseudogene 1	1334352	M0RCZ1
NP_001000463	olfactory receptor family 8 subfamily G member 20	1333329	A0A8I6A7I9
NP_001000464	olfactory receptor family 8 subfamily G member 36	1333478	D3ZIW1
NP_001000465	olfactory receptor family 10 subfamily D member 3	1333668	D3ZIW3
NP_001000466	olfactory receptor family 10 subfamily D member 4B	1332870	F1M2T9
NP_001000468	olfactory receptor family 10 subfamily N member 7	1334386	D4A7M9
NP_001000469	olfactory receptor family 10 subfamily D member 1B	1332791	F1LPC2
NP_001000470	olfactory receptor family 8 subfamily G member 52B	1333266	A0A0G2JYP5
NP_001000471	olfactory receptor family 8 subfamily G member 50	1333918	A0A8I6ANR3
NP_001000472	olfactory receptor family 8 subfamily G member 37C	1332597	A0A8I6A8K1
NP_001000473	olfactory receptor family 8 subfamily G member 2C	1332726	A0A8I5ZRD8
NP_001000474	olfactory receptor family 10 subfamily D member 5J	1334315	A0A8I6GFJ8, D4A368
NP_001000475	olfactory receptor family 8 subfamily G member 37B	1333701	A0A8I5XW99
NP_001000477	olfactory receptor family 10 subfamily D member 5J like	1333134	D3ZYY4
NP_001000478	olfactory receptor family 10 subfamily G member 9	1333039	A0A0G2K2S6
NP_001000479	olfactory receptor family 10 subfamily G member 9B	1333391	A0A0G2JUC2
NP_001000480	olfactory receptor family 10 subfamily S member 1	1333299	A0A0G2JVM1
NP_001000481	olfactory receptor family 4 subfamily D member 5	1332863	D3ZLT4
NP_001000482	olfactory receptor family 6 subfamily X member 1	1334385	D3ZLS8
NP_001000483	olfactory receptor family 6 subfamily B member 2B	1334214	D3ZQI8
NP_001000484	olfactory receptor family 9 subfamily S member 27	1333615	A0A8I5ZK43
NP_001000487	olfactory receptor 951	1333468	D3ZYB2
NP_001000488	olfactory receptor family 8 subfamily B member 101D	1334147	M0RCI3
NP_001000489	olfactory receptor family 5 subfamily O member 1	1334403	F1M899
NP_001000490	olfactory receptor family 11 subfamily N member 2	1332669	D3ZAW9
NP_001000491	olfactory receptor family 5 subfamily BH member 3	1334384	F1M6J9
NP_001000492	olfactory receptor family 1 subfamily AA member 2	1333608	M0R722
NP_001000493	olfactory receptor family 2 subfamily C member 1	1334376	G3V9S1
NP_001000494	olfactory receptor family 1 subfamily F member 20D	1334290	P23266
NP_001000495	olfactory receptor family 1 subfamily E member 35B	1333178	A0A096P6M5
NP_001000496	olfactory receptor family 5 subfamily AC member 21	1334206	A0A8I6GLS9
NP_001000498	olfactory receptor family 6 subfamily C member 33B	1332908	D3ZIB4
NP_001000499	olfactory receptor family 10 subfamily J member 5	1333702	D3ZB83
NP_001000500	olfactory receptor family 6 subfamily K member 8	1334338	D3ZSH1
NP_001000501	olfactory receptor family 6 subfamily K member 2	1333784	A0A0G2K0S9
NP_001000502	olfactory receptor family 2 subfamily T member 1	1334361	G3V6T8
NP_001000504	olfactory receptor family 2 subfamily AT member 1	1333325	G3V8B7
NP_001000505	olfactory receptor family 10 subfamily V member 9B	1334072	M0RA71
NP_001000506	olfactory receptor family 10 subfamily V member 1	1333276	D3ZT33
NP_001000507	olfactory receptor family 5 subfamily A member 3	1333015	A0A8I6GIG9
NP_001000508	olfactory receptor family 10 subfamily AL member 7	1334404	A0A8I6A844
NP_001000509	olfactory receptor family 14 subfamily J member 3	1334040	D3Z8A6
NP_001000510	olfactory receptor family 1 subfamily O member 2B	1333940	A0A8I6GJD9
NP_001000512	olfactory receptor family 5 subfamily L member 13	1333310	D4A9I2
NP_001000513	olfactory receptor family 4 subfamily A member 15B	1332822	A0A8I5ZQ18
NP_001000514	olfactory receptor family 4 subfamily C member 35	1334210	D3ZGF0
NP_001000515	olfactory receptor family 13 subfamily P member 9	1332845	F1M060
NP_001000516	olfactory receptor family 1 subfamily M member 1	1333021	A0A8I5ZXM4, D3ZM97
NP_001000517	olfactory receptor family 8 subfamily G member 2C	1332726	A0A0G2K0H8
NP_001000519	olfactory receptor family 10 subfamily D member 1	1333860	G3V9R1
NP_001000520	olfactory receptor family 9 subfamily S member 23B	1333294	A0A8I6AVD6
NP_001000521	olfactory receptor family 11 subfamily G member 27	1332633	A0A8I6GE25
NP_001000522	olfactory receptor family 9 subfamily R member 3C	1334178	D4AA37
NP_001000523	olfactory receptor family 1 subfamily F member 30	1332969	A0A8I6AC95
NP_001000524	olfactory receptor family 2 subfamily Y member 15	1333419	D3ZQ42
NP_001000525	olfactory receptor 1433	1332706	D3ZAR4
NP_001000526	olfactory receptor family 5 subfamily AF member 1B	1333878	A0A8I6AAA4
NP_001000527	olfactory receptor 1481	1333952	F1LVN2
NP_001000528	olfactory receptor family 3 subfamily A member 4	1334195	D4A4S4
NP_001000529	olfactory receptor family 1 subfamily F member 21C	1333251	A0A8I6GFV7
NP_001000530	olfactory receptor family 5 subfamily AC member 19	1334226	A0A8I6A9B6
NP_001000531	olfactory receptor family 5 subfamily K member 3	1332965	A0A8I6AS28
NP_001000532	olfactory receptor family 2 subfamily L member 5	1334380	D3ZSQ8
NP_001000533	olfactory receptor family 10 subfamily J member 27	1332648	D4A178
NP_001000534	olfactory receptor family 2 subfamily T member 6	1334102	A0A8I6ANS0, D3ZDH5
NP_001000535	olfactory receptor family 4 subfamily E member 5	1334073	D4ADC0
NP_001000536	putative olfactory receptor 2W6-like	1333996	F1LW67
NP_001000537	olfactory receptor family 10 subfamily K member 2	1333116	D4A8I2
NP_001000538	olfactory receptor family 6 subfamily A member L1	1333287	A0A0G2K2G2
NP_001000539	olfactory receptor family 6 subfamily Z member 7	1332761	A0A8I6A915
NP_001000540	olfactory receptor family 13 subfamily G member 1	1333584	D3ZGF7
NP_001000541	olfactory receptor family 51 subfamily R member 1	1333514	D4ACH0
NP_001000542	olfactory receptor family 51 subfamily E member 1	1332833	Q5MD65
NP_001000543	olfactory receptor family 52 subfamily E member 19	1332971	D3ZGP3
NP_001000544	olfactory receptor family 51 subfamily I member 1	1334127	A0A8I6A277, D3ZLS3
NP_001000545	olfactory receptor family 51 subfamily A member 42	1333379	M0R4M9
NP_001000546	olfactory receptor family 52 subfamily H member 9	1333771	D4A7N5
NP_001000547	olfactory receptor family 52 subfamily D member 3	1333320	A0A0G2JUH1
NP_001000548	olfactory receptor family 56 subfamily B member 1	1334411	D4A730
NP_001000549	olfactory receptor family 56 subfamily A member 5	1332887	D4A7H3
NP_001000550	olfactory receptor family 52 subfamily B member 2	1332958	D3ZST9
NP_001000551	olfactory receptor family 2 subfamily AG member 2	1332846	D3ZEN9
NP_001000552	olfactory receptor family 2 subfamily D member 3	1332718	D3ZZ28
NP_001000553	olfactory receptor family 6 subfamily B member 6	1333026	D3ZNV1
NP_001000554	olfactory receptor family 6 subfamily A member E1	1333221	D3ZUL7
NP_001000555	olfactory receptor family 13 subfamily A member 26C	1332754	A0A8I6ACQ1
NP_001000556	olfactory receptor family 5 subfamily B member 107	1333423	A0A0G2K0G8
NP_001000557	olfactory receptor family 14 subfamily J member 1	1333127	D4ACX4
NP_001000558	olfactory receptor family 13 subfamily L member 2	1334203	D3ZSW0
NP_001000559	olfactory receptor family 1 subfamily J member 13B	1332916	D3ZIL5
NP_001000560	olfactory receptor family 1 subfamily J member 10	1333418	A0A0G2K1N7
NP_001000561	olfactory receptor family 8 subfamily U member 9	1333859	M0RCT7
NP_001000563	olfactory receptor family 8 subfamily H member 10B	1333655	A0A0G2JXQ4
NP_001000564	olfactory receptor family 8 subfamily I member 2	1334050	D3ZTQ7
NP_001000565	olfactory receptor family 5 subfamily AQ member 6	1332637	D3ZQW9
NP_001000566	olfactory receptor family 5 subfamily AQ member 7	1333836	A0A8I5Y7T3, A0A8I6A361
NP_001000567	olfactory receptor family 5 subfamily W member 1	1334360	D3ZBT8
NP_001000568	olfactory receptor family 5 subfamily W member 12	1333165	D3ZA29
NP_001000569	olfactory receptor family 4 subfamily C member 15B	1333693	A0A8I6B398
NP_001000570	olfactory receptor family 4 subfamily A member 70	1333747	D3ZC17
NP_001000571	olfactory receptor family 4 subfamily A member 77E	1333594	A0A8I6ALE0
NP_001000572	olfactory receptor family 4 subfamily C member 10B	1333833	D3ZGY9
NP_001000573	olfactory receptor family 4 subfamily C member 12	1333962	A0A8I5ZPS1, D3ZGG1
NP_001000574	olfactory receptor family 4 subfamily C member 3	1333798	D3ZCV3
NP_001000575	olfactory receptor family 4 subfamily B member 13B	1333754	A0A0G2K6K2
NP_001000576	olfactory receptor family 4 subfamily B member 13B	1333754	A0A8I6AX18
NP_001000577	olfactory receptor family 4 subfamily B member 1C	1334071	G3V8X0
NP_001000579	olfactory receptor family 4 subfamily F member 7	1334011	D3ZYZ7
NP_001000580	olfactory receptor family 4 subfamily F member 14E	1334294	A0A8I6GIQ6
NP_001000581	olfactory receptor family 13 subfamily C member 7B	1334076	D4AC79
NP_001000582	olfactory receptor family 2 subfamily K member 2	1332920	D4AAX4
NP_001000583	olfactory receptor family 13 subfamily P member 4, pseudogene 1	1333749	O35434
NP_001000584	olfactory receptor family 13 subfamily P member 3	1333843	D3ZMZ6
NP_001000585	olfactory receptor family 13 subfamily P member 5	1333211	M0R8L6
NP_001000586	olfactory receptor family 6 subfamily C member 38	1334413	D3ZYI7
NP_001000588	olfactory receptor family 10 subfamily U member 3B	1333893	D3ZP24
NP_001000589	olfactory receptor family 6 subfamily C member 213F	1333511	D3ZYH6
NP_001000590	olfactory receptor family 6 subfamily C member 212	1333563	D3ZG09
NP_001000591	olfactory receptor family 9 subfamily K member 2	1333055	M0RCF6
NP_001000592	olfactory receptor family 7 subfamily A member 38B	1333044	A0A8I6ATB5
NP_001000593	olfactory receptor family 10 subfamily H member 1	1333631	A0A8I6ARQ5
NP_001000594	olfactory receptor family 7 subfamily H member 7B	1333761	D3ZR67
NP_001000595	olfactory receptor family 8 subfamily C member 20	1333512	A0A8I6AWF9
NP_001000597	olfactory receptor family 8 subfamily G member 30	1333894	A0A8I5ZWP4, M0R658
NP_001000598	olfactory receptor family 8 subfamily G member 28	1333803	A0A8I6AKE5
NP_001000599	olfactory receptor family 8 subfamily G member 2	1332693	A0A0G2K0K4
NP_001000600	olfactory receptor family 4 subfamily F member 60	1333951	M0RC39
NP_001000601	olfactory receptor family 4 subfamily F member 6B	1333641	A0A8I6A7C0
NP_001000602	olfactory receptor family 4 subfamily F member 14E	1334294	A0A8I6GIQ6
NP_001000603	olfactory receptor family 4 subfamily F member 59	1332868	A0A8I6AA74
NP_001000604	olfactory receptor family 4 subfamily F member 58	1333326	D3ZNE6
NP_001000605	olfactory receptor family 4 subfamily F member 15	1333867	A0A8I6AKR1
NP_001000606	olfactory receptor family 4 subfamily F member 14F	1333588	D3ZWD7
NP_001000607	olfactory receptor family 4 subfamily F member 56	1333821	D3ZII6
NP_001000608	olfactory receptor family 4 subfamily F member 7C	1333335	A0A8I6ACG7
NP_001000610	olfactory receptor family 4 subfamily K member 50	1333904	D3ZBL7
NP_001000611	olfactory receptor family 4 subfamily K member 45	1332626	A0A8I6AC64
NP_001000613	olfactory receptor family 4 subfamily G member 17	1334334	D4AC31
NP_001000614	olfactory receptor family 4 subfamily K member 77	1332749	A0A8I6APZ4
NP_001000615	olfactory receptor family 4 subfamily F member 53B	1333136	A0A8I6AG26
NP_001000616	olfactory receptor family 4 subfamily B member 1D	1334287	A0A0G2JZJ2
NP_001000617	olfactory receptor family 4 subfamily X member 11C	1333493	A0A8I6GIM2
NP_001000618	olfactory receptor family 4 subfamily X member 11C	1333493	A0A0G2JUH0
NP_001000619	olfactory receptor family 4 subfamily C member 127	1333254	A0A0G2JVQ9
NP_001000621	olfactory receptor family 4 subfamily A member 77D	1334286	A0A8I6ABT5, D4A9N2
NP_001000622	olfactory receptor 716	1332720	A0A8I6AKF4
NP_001000623	olfactory receptor family 4 subfamily A member 77	1333119	A0A8I6AI72
NP_001000624	olfactory receptor family 4 subfamily A member 78	1334341	A0A8I5ZQH4
NP_001000625	olfactory receptor family 4 subfamily A member 77B	1332696	A0A8I6AUF8
NP_001000626	olfactory receptor family 4 subfamily A member 69	1333603	D4AAA0
